2019-10-23 08:07:45,812 [ 1] INFO  Main - IAuthentication.ADAuthenticate > After Invoke
2019-10-23 08:07:45,812 [ 1] INFO  Main - ADUserLogin > Access Token found.
2019-10-23 08:07:45,906 [ 1] INFO  Main - saveLoggedinUserInfo > Logged in User info is saved.
2019-10-23 08:07:45,937 [ 1] INFO  Main - IConfigurationService.Get > Before Invoke
2019-10-23 08:07:45,937 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = System.Collections.Generic.List`1[Automation.CR.ClientSdk.Config.Configuration]

2019-10-23 08:07:46,077 [ 1] INFO  Main - IConfigurationService.Get > After Invoke
2019-10-23 08:07:46,077 [ 1] INFO  Main - ILicenseService.GetLicense > Before Invoke
2019-10-23 08:07:46,077 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:07:46,109 [ 1] INFO  Main - ILicenseService.GetLicense > After Invoke
2019-10-23 08:07:46,109 [ 1] INFO  Main - isLicenseInfoRetrieved > LicenseInfo available.
2019-10-23 08:07:46,109 [ 1] INFO  Main - ADUserLogin > Centralized Configuration and License Info retrieved.
2019-10-23 08:07:46,124 [ 1] INFO  Main - createRegistry > Registry entry created for login.
2019-10-23 08:07:46,124 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 08:07:46,124 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:07:46,202 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 08:07:48,796 [ 1] INFO  Main - IHealthBlipRestService.Send > Before Invoke
2019-10-23 08:07:48,796 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.HealthBlip.Model.DeviceHealthRequest

2019-10-23 08:07:48,890 [ 1] ERROR Main - IHealthBlipRestService.Send > Exception has been thrown by the target of an invocation.
2019-10-23 08:07:48,890 [ 1] INFO  Main - IHealthBlipRestService.Send > After Invoke
2019-10-23 08:07:48,906 [ 1] ERROR Main - sendDeviceHealth > Exception has been thrown by the target of an invocation.
2019-10-23 08:07:48,906 [ 1] INFO  Main - sendDeviceHealth > Device Health send.
2019-10-23 08:07:48,921 [ 1] INFO  Main - updateCustomUrls > CustomUrls not found.
2019-10-23 08:07:48,968 [ 1] INFO  Main - saveServerConfigurations > Server configuration saved.
2019-10-23 08:07:48,968 [ 1] INFO  Main - processADLogin > Windows Authentication Completed.
2019-10-23 08:07:49,577 [ 1] INFO  Main - TerminalConfigFileHandler : HandleFileCopyAndUpdateActions > Entry
